Name,Sex,Team,NOC,Year,City,Sport,Event,Medal
Brett Wilkinson,M,United States,USA,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
Guillermo Williams,M,Canada,CAN,2004,Athina,Rowing,Rowing Men's Coxless Fours,Silver
Stephen Williams,M,Great Britain,GBR,2004,Athina,Rowing,Rowing Men's Coxless Fours,Gold
Andr Willms,M,Germany,GER,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
Julia Wilson,F,Australia,AUS,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Sarah Winckless,F,Great Britain,GBR,2004,Athina,Rowing,Rowing Women's Double Sculls,Bronze
Jodi Winter,F,Australia,AUS,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Adam Wojciechowski,M,Poland,POL,2004,Athina,Rowing,Rowing Men's Double Sculls,No medal
Ester Workel,F,Netherlands,NED,2004,Athina,Rowing,Rowing Women's Coxed Eights,Bronze
Wu You,F,China,CHN,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Cameron Wurf,M,Australia,AUS,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Xu Dongxiang,F,China,CHN,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Yan Xiaoxia,F,China,CHN,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Ivo Yanakiev,M,Bulgaria,BUL,2004,Athina,Rowing,Rowing Men's Single Sculls,Bronze
Yang Cuiping,F,China,CHN,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Yang Jian,M,China,CHN,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Yu Fei,F,China,CHN,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Bogdan Zalewski,M,Poland,POL,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Zheng Na,F,China,CHN,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Yevgeny Zhigulin,M,Russia,RUS,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Zhu Zhifu,M,China,CHN,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Nicole Zimmermann,F,Germany,GER,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Juan Guimerans,M,Spain,ESP,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Aleksandr Zyuzin,M,Russia,RUS,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
