Name,Sex,Team,NOC,Year,City,Sport,Event,Medal
Thomas Laurich,M,Australia,AUS,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Sarah Lauritzen,F,Denmark,DEN,2004,Athina,Rowing,Rowing Women's Quadruple Sculls,No medal
Elise (-sherwell),F,Great Britain,GBR,2004,Athina,Rowing,Rowing Women's Double Sculls,Bronze
Elise (-sherwell),F,Great Britain,GBR,2008,Beijing,Rowing,Rowing Women's Double Sculls,Bronze
Law Fung,M,Hong Kong,HKG,2004,Athina,Rowing,Rowing Men's Single Sculls,No medal
Law Fung,M,Hong Kong,HKG,2008,Beijing,Rowing,Rowing Men's Single Sculls,No medal
Ian Lawson,M,Great Britain,GBR,2004,Athina,Rowing,Rowing Men's Single Sculls,No medal
Donald Leach,M,New Zealand,NZL,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Lee Man,F,Hong Kong,HKG,2008,Beijing,Rowing,Rowing Women's Single Sculls,No medal
Lee Yun-hui,F,South Korea,KOR,2004,Athina,Rowing,Rowing Women's Single Sculls,No medal
Tom Lehmann,M,Germany,GER,2008,Beijing,Rowing,Rowing Men's Coxless Pairs,No medal
Jrg Lehnigk,M,Germany,GER,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Kirill Lemeshkevich,M,Belarus,BLR,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Raffaello Leonardo,M,Italy,ITA,2004,Athina,Rowing,Rowing Men's Coxless Fours,Bronze
Raffaello Leonardo,M,Italy,ITA,2008,Beijing,Rowing,Rowing Men's Coxless Pairs,No medal
Yuliya Levina,F,Russia,RUS,2004,Athina,Rowing,Rowing Women's Quadruple Sculls,No medal
Yuliya Levina,F,Russia,RUS,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,No medal
Michael Lewis,M,Canada,CAN,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
Li Qian,F,China,CHN,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Li Qin,F,China,CHN,2008,Beijing,Rowing,Rowing Women's Double Sculls,No medal
Nataliya Lialchuk-mustafeyeva,F,Ukraine,UKR,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,No medal
Kevin Light,M,Canada,CAN,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Kevin Light,M,Canada,CAN,2008,Beijing,Rowing,Rowing Men's Coxed Eights,Gold
Caroline Lind,F,United States,USA,2008,Beijing,Rowing,Rowing Women's Coxed Eights,Gold
James Lindsay-fynn,M,Great Britain,GBR,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Dirk Lippits,M,Netherlands,NED,2004,Athina,Rowing,Rowing Men's Single Sculls,No medal
Aleksandr Litvinchev,M,Russia,RUS,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Liu Zhen,M,China,CHN,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Lo Wai,M,Hong Kong,HKG,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Samuel Loch,M,Australia,AUS,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Stefan Locher,M,Germany,GER,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Glen Loftus,M,Australia,AUS,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
Eleanor Logan,F,United States,USA,2008,Beijing,Rowing,Rowing Women's Coxed Eights,Gold
Patrick Salas,M,Mexico,MEX,2008,Beijing,Rowing,Rowing Men's Single Sculls,No medal
Brendan Long,M,Australia,AUS,2004,Athina,Rowing,Rowing Men's Double Sculls,No medal
Brendan Long,M,Australia,AUS,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Carlos Prez,M,Spain,ESP,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Reinder Lubbers,M,Netherlands,NED,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Thomas Lucy,M,Great Britain,GBR,2008,Beijing,Rowing,Rowing Men's Coxed Eights,Silver
Elia Luini,M,Italy,ITA,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Elia Luini,M,Italy,ITA,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Luo Xiuhua,F,China,CHN,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Carolina Lthi,F,Switzerland,SUI,2004,Athina,Rowing,Rowing Women's Single Sculls,No medal
Manuela Lutze,F,Germany,GER,2004,Athina,Rowing,Rowing Women's Quadruple Sculls,Gold
Manuela Lutze,F,Germany,GER,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,Bronze
Vadim Lyalin,M,Belarus,BLR,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Oleh Lykov,M,Ukraine,UKR,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,Bronze
Oleh Lykov,M,Ukraine,UKR,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Samuel Lynch,M,Ireland,IRL,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Katherine Mackenzie,F,United States,USA,2004,Athina,Rowing,Rowing Women's Coxless Pairs,No medal
Camelia Macoviciuc-mihalcea,F,Romania,ROU,2004,Athina,Rowing,Rowing Women's Double Sculls,No medal
Jean-Baptiste Macquet,M,France,FRA,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Jean-Baptiste Macquet,M,France,FRA,2008,Beijing,Rowing,Rowing Men's Double Sculls,No medal
Juliusz Madecki,M,Austria,AUT,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Tim Maeyens,M,Belgium,BEL,2004,Athina,Rowing,Rowing Men's Single Sculls,No medal
Tim Maeyens,M,Belgium,BEL,2008,Beijing,Rowing,Rowing Men's Single Sculls,No medal
Samantha Magee,F,United States,USA,2004,Athina,Rowing,Rowing Women's Coxed Eights,Silver
Jakub Makovika,M,Czech Republic,CZE,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Jakub Makovika,M,Czech Republic,CZE,2008,Beijing,Rowing,Rowing Men's Coxless Pairs,No medal
Tim Male,M,Great Britain,GBR,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Vclav Maleek,M,Czech Republic,CZE,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Jonathan Mandick,M,Canada,CAN,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Heather Mandoli,F,Canada,CAN,2008,Beijing,Rowing,Rowing Women's Coxed Eights,No medal
James Marburg,M,Australia,AUS,2008,Beijing,Rowing,Rowing Men's Coxless Fours,Silver
Anala Marn,F,Argentina,ARG,2004,Athina,Rowing,Rowing Women's Single Sculls,No medal
Miglena Markova,F,Bulgaria,BUL,2004,Athina,Rowing,Rowing Women's Double Sculls,No medal
Darcy Marquardt,F,Canada,CAN,2004,Athina,Rowing,Rowing Women's Coxless Pairs,No medal
Darcy Marquardt,F,Canada,CAN,2008,Beijing,Rowing,Rowing Women's Coxed Eights,No medal
Ismaray Arias,F,Cuba,CUB,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Ismaray Arias,F,Cuba,CUB,2008,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Donna Martin,F,Australia,AUS,2004,Athina,Rowing,Rowing Women's Double Sculls,No medal
Yosbel Hechevarra,M,Cuba,CUB,2004,Athina,Rowing,Rowing Men's Double Sculls,No medal
Mara Rivero,F,Spain,ESP,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Bruno Antunes,M,Italy,ITA,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
Bruno Antunes,M,Italy,ITA,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Daniel Mstcan,M,Romania,ROU,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Paul Mattick,M,Great Britain,GBR,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Sergey Matveyev,M,Russia,RUS,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Svitlana (-pachkun),F,Ukraine,UKR,2004,Athina,Rowing,Rowing Women's Double Sculls,No medal
Kirsten Mccann,F,South Africa,RSA,2008,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Marcus Mcelhenney,M,United States,USA,2008,Beijing,Rowing,Rowing Men's Coxed Eights,Bronze
Portia Mcgee,F,United States,USA,2008,Beijing,Rowing,Rowing Women's Coxless Pairs,No medal
David Mcgowan,M,Australia,AUS,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Michael Mckay,M,Australia,AUS,2004,Athina,Rowing,Rowing Men's Coxed Eights,Bronze
Cameron Mckenzie-mcharg,M,Australia,AUS,2008,Beijing,Rowing,Rowing Men's Coxless Fours,Silver
Roslyn Mcleod,F,Canada,CAN,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
James Mcrae,M,Australia,AUS,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Nuno Mendes,M,Portugal,POR,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Florian Mennigen,M,Germany,GER,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Danil Mensch,M,Netherlands,NED,2004,Athina,Rowing,Rowing Men's Coxed Eights,Silver
Larisa Merk,F,Russia,RUS,2004,Athina,Rowing,Rowing Women's Quadruple Sculls,No medal
Larisa Merk,F,Russia,RUS,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,No medal
Carl Meyer,M,New Zealand,NZL,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Carl Meyer,M,New Zealand,NZL,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Lindsay Meyer,F,United States,USA,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,No medal
Marcello Miani,M,Italy,ITA,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Adam Michlek,M,Czech Republic,CZE,2004,Athina,Rowing,Rowing Men's Coxless Pairs,No medal
Julia Michalska,F,Poland,POL,2008,Beijing,Rowing,Rowing Women's Single Sculls,No medal
Anna Mickelson-cummins,F,United States,USA,2004,Athina,Rowing,Rowing Women's Coxed Eights,Silver
Anna Mickelson-cummins,F,United States,USA,2008,Beijing,Rowing,Rowing Women's Coxless Pairs,No medal
Anna Mickelson-cummins,F,United States,USA,2008,Beijing,Rowing,Rowing Women's Coxed Eights,Gold
Denis Migal,M,Belarus,BLR,2008,Beijing,Rowing,Rowing Men's Double Sculls,No medal
Petar Milin,M,Croatia,CRO,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Sonia Mills,F,Australia,AUS,2008,Beijing,Rowing,Rowing Women's Double Sculls,No medal
Fiona Milne,F,Canada,CAN,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Eva Sola,F,Spain,ESP,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Davor Mizerit,M,Slovenia,SLO,2004,Athina,Rowing,Rowing Men's Single Sculls,No medal
Ilona Mokronowska,F,Poland,POL,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Marcos Morales,M,Argentina,ARG,2004,Athina,Rowing,Rowing Men's Coxless Pairs,No medal
Nikita Morgachov,M,Russia,RUS,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Christopher Morgan,M,Australia,AUS,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Nicola Moriconi,M,Italy,ITA,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Andranne Morin,F,Canada,CAN,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Andranne Morin,F,Canada,CAN,2008,Beijing,Rowing,Rowing Women's Coxed Eights,No medal
Carlo Mornati,M,Italy,ITA,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Carlo Mornati,M,Italy,ITA,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Niccol Mornati,M,Italy,ITA,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Niccol Mornati,M,Italy,ITA,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Donatien Mortelette,M,France,FRA,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Dorian Mortelette,M,France,FRA,2008,Beijing,Rowing,Rowing Men's Coxless Fours,Bronze
Wolfgang Moser,M,United States,USA,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Dimitris Mougios,M,Greece,GRE,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,Silver
Doaa Moussa,F,Egypt,EGY,2004,Athina,Rowing,Rowing Women's Single Sculls,No medal
Alison Mowbray,F,Great Britain,GBR,2004,Athina,Rowing,Rowing Women's Quadruple Sculls,Silver
Cathal Moynihan,M,Ireland,IRL,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Stephan Mlvig,M,Denmark,DEN,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
Mu Suli,F,China,CHN,2004,Athina,Rowing,Rowing Women's Single Sculls,No medal
Martin Mller-falcke,M,Germany,GER,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Gheorghia Munteanu,M,Romania,ROU,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Eric Murray,M,New Zealand,NZL,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Eric Murray,M,New Zealand,NZL,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Matthew Mwange,M,Kenya,KEN,2008,Beijing,Rowing,Rowing Men's Single Sculls,No medal
Walter Naneder,M,Argentina,ARG,2004,Athina,Rowing,Rowing Men's Coxless Pairs,No medal
Tatyana Narelik,F,Belarus,BLR,2004,Athina,Rowing,Rowing Women's Quadruple Sculls,No medal
Philipp Naruhn,M,Germany,GER,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Ruslan Naurzaliyev,M,Uzbekistan,UZB,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Ruslan Naurzaliyev,M,Uzbekistan,UZB,2008,Beijing,Rowing,Rowing Men's Single Sculls,No medal
Ionelia Neacu,F,Romania,ROU,2008,Beijing,Rowing,Rowing Women's Double Sculls,No medal
Goran Nedeljkovi,M,Serbia and Montenegro,SCG,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Karel Jr.,M,Czech Republic,CZE,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Karel Jr.,M,Czech Republic,CZE,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Lianne Nelson-bennion,F,United States,USA,2004,Athina,Rowing,Rowing Women's Coxed Eights,Silver
Acer Nethercott,M,Great Britain,GBR,2008,Beijing,Rowing,Rowing Men's Coxed Eights,Silver
Marco Neumann,M,Germany,GER,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Brett Newlin,M,United States,USA,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Sally Newmarch,F,Australia,AUS,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Nguyn Th,F,Vietnam,VIE,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Majbrit Nielsen,F,Denmark,DEN,2004,Athina,Rowing,Rowing Women's Quadruple Sculls,No medal
Morten Nielsen,M,Denmark,DEN,2008,Beijing,Rowing,Rowing Men's Coxless Pairs,No medal
Minna Nieminen,F,Finland,FIN,2008,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,Silver
Phuttharaksa Nikree,F,Thailand,THA,2004,Athina,Rowing,Rowing Women's Single Sculls,No medal
Anderson Nocetti,M,Brazil,BRA,2004,Athina,Rowing,Rowing Men's Single Sculls,No medal
Anderson Nocetti,M,Brazil,BRA,2008,Beijing,Rowing,Rowing Men's Single Sculls,No medal
Daniel Noonan,M,Australia,AUS,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Yevgeny Nosov,M,Belarus,BLR,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Aleksandr Novikov,M,Belarus,BLR,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Dariusz Nowak,M,Poland,POL,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Haidar Nozad,M,Iraq,IRQ,2008,Beijing,Rowing,Rowing Men's Double Sculls,No medal
Henry Nuzum,M,United States,USA,2004,Athina,Rowing,Rowing Men's Double Sculls,No medal
Iva Obradovi,F,Serbia,SRB,2008,Beijing,Rowing,Rowing Women's Single Sculls,No medal
Caroline O'connor,F,Great Britain,GBR,2008,Beijing,Rowing,Rowing Women's Coxed Eights,No medal
Olena (senkiv-),F,Ukraine,UKR,2004,Athina,Rowing,Rowing Women's Quadruple Sculls,No medal
Olena (senkiv-),F,Ukraine,UKR,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,No medal
Elisabeta Oleniuc-lip,F,Romania,ROU,2004,Athina,Rowing,Rowing Women's Coxed Eights,Gold
Catriona Oliver-sens,F,Australia,AUS,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Catriona Oliver-sens,F,Australia,AUS,2008,Beijing,Rowing,Rowing Women's Double Sculls,No medal
Katrin Olsen,F,Denmark,DEN,2008,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Aline Clauzier,F,Mexico,MEX,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Sean O'neill,M,Ireland,IRL,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Aleksandra Opachanova,F,Kazakhstan,KAZ,2008,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Britta Oppelt,F,Germany,GER,2004,Athina,Rowing,Rowing Women's Double Sculls,Silver
Britta Oppelt,F,Germany,GER,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,Bronze
Niall O'toole,M,Ireland,IRL,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Dan Ouseley,M,Great Britain,GBR,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Sarah Outhwaite-tait,F,Australia,AUS,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Sarah Outhwaite-tait,F,Australia,AUS,2008,Beijing,Rowing,Rowing Women's Coxed Eights,No medal
Natasha Page,F,Great Britain,GBR,2008,Beijing,Rowing,Rowing Women's Coxed Eights,No medal
Luca Palermo,F,Argentina,ARG,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Paulose Kunnel,M,India,IND,2004,Athina,Rowing,Rowing Men's Single Sculls,No medal
Sarah Pape,F,Canada,CAN,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Ioana Papuc-rotaru,F,Romania,ROU,2004,Athina,Rowing,Rowing Women's Coxed Eights,Gold
Ioana Papuc-rotaru,F,Romania,ROU,2008,Beijing,Rowing,Rowing Women's Coxed Eights,Bronze
Thomas Paradiso,M,United States,USA,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Daniel Parsons,M,Canada,CAN,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
Alexander Partridge,M,Great Britain,GBR,2008,Beijing,Rowing,Rowing Men's Coxed Eights,Silver
Inne Pascal-pretre,F,France,FRA,2008,Beijing,Rowing,Rowing Women's Coxless Pairs,No medal
Elizabeth Patrick,F,Australia,AUS,2008,Beijing,Rowing,Rowing Women's Coxed Eights,No medal
Volodymyr Pavlovskiy,M,Ukraine,UKR,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Matija Pavi,M,Slovenia,SLO,2004,Athina,Rowing,Rowing Men's Coxless Pairs,No medal
Bartomiej Paweczak,M,Poland,POL,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
ukasz Pawowski,M,Poland,POL,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
Dorthe (-thanning),F,Denmark,DEN,2004,Athina,Rowing,Rowing Women's Quadruple Sculls,No medal
Pierre-Jean Peltier,M,France,FRA,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,Bronze
Andreas Penkner,M,Germany,GER,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Marco Penna,M,Italy,ITA,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Yunior Aguilera,M,Cuba,CUB,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Lila Rivero,F,Mexico,MEX,2008,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Lia Pernell,F,United States,USA,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,No medal
Erwan Peron,M,France,FRA,2008,Beijing,Rowing,Rowing Men's Coxless Pairs,No medal
Frdric Perrier,M,France,FRA,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
Anthony Perrot,M,France,FRA,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Leonardo Pettinari,M,Italy,ITA,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Julien Peudecoeur,M,France,FRA,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Xavier Philippe,M,France,FRA,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
Wesley Piermarini,M,United States,USA,2008,Beijing,Rowing,Rowing Men's Double Sculls,No medal
Matthew Pinsent,M,Great Britain,GBR,2004,Athina,Rowing,Rowing Men's Coxless Fours,Gold
Valerio Pinton,M,Italy,ITA,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Constana Pipot-burcic,F,Romania,ROU,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,Gold
Constana Pipot-burcic,F,Romania,ROU,2008,Beijing,Rowing,Rowing Women's Coxed Eights,Bronze
Miha Pirih,M,Slovenia,SLO,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Miha Pirih,M,Slovenia,SLO,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Toma Pirih,M,Slovenia,SLO,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Toma Pirih,M,Slovenia,SLO,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Andrey Pleshkov,M,Belarus,BLR,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
ubo Podstupka,M,Slovakia,SVK,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Bart Poelvoorde,M,Belgium,BEL,2008,Beijing,Rowing,Rowing Men's Double Sculls,No medal
Vasilios Polymeros,M,Greece,GRE,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,Bronze
Vasilios Polymeros,M,Greece,GRE,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,Silver
Lorenzo Porzio,M,Italy,ITA,2004,Athina,Rowing,Rowing Men's Coxless Fours,Bronze
Jeffrey Powell,M,Canada,CAN,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Brooke Pratley,F,Australia,AUS,2008,Beijing,Rowing,Rowing Women's Coxed Eights,No medal
Brian Price,M,Canada,CAN,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Brian Price,M,Canada,CAN,2008,Beijing,Rowing,Rowing Men's Coxed Eights,Gold
Zachary Purchase,M,Great Britain,GBR,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,Gold
Anja Pyritz,F,Germany,GER,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Qu Xiaoming,M,China,CHN,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Rasmus Hansen,M,Denmark,DEN,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Rasmus Hansen,M,Denmark,DEN,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,Bronze
Marty Rabjohns,M,Australia,AUS,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Christophe Raes,M,Belgium,BEL,2008,Beijing,Rowing,Rowing Men's Double Sculls,No medal
Guillaume Raineau,M,France,FRA,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Simone Raineri,M,Italy,ITA,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
Simone Raineri,M,Italy,ITA,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,Silver
Allar Raja,M,Estonia,EST,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Amin Ramadan,M,Egypt,EGY,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Pawe Rada,M,Poland,POL,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
Juliane Rasmussen,F,Denmark,DEN,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Juliane Rasmussen,F,Denmark,DEN,2008,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Mads (-kirke),M,Denmark,DEN,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Mads (-kirke),M,Denmark,DEN,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,Bronze
Mathias Raymond,M,Monaco,MON,2008,Beijing,Rowing,Rowing Men's Single Sculls,No medal
Jason Read,M,United States,USA,2004,Athina,Rowing,Rowing Men's Coxed Eights,Gold
Jos Peyrua,M,Uruguay,URU,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Peter Reed,M,Great Britain,GBR,2008,Beijing,Rowing,Rowing Men's Coxless Fours,Gold
Louisa Reeve,F,Great Britain,GBR,2008,Beijing,Rowing,Rowing Women's Coxless Pairs,No medal
Louisa Reeve,F,Great Britain,GBR,2008,Beijing,Rowing,Rowing Women's Coxed Eights,No medal
Daniela Reimer,F,Germany,GER,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,Silver
Katrin Reinert,F,Germany,GER,2008,Beijing,Rowing,Rowing Women's Coxed Eights,No medal
Mnika Remsei,F,Hungary,HUN,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Roline Driel,F,Netherlands,NED,2008,Beijing,Rowing,Rowing Women's Coxed Eights,Silver
Stuart Reside,M,Australia,AUS,2004,Athina,Rowing,Rowing Men's Coxed Eights,Bronze
Christina Rindom,F,Denmark,DEN,2004,Athina,Rowing,Rowing Women's Quadruple Sculls,No medal
Bastien Ripoll,M,France,FRA,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Rocio Trappe,F,Paraguay,PAR,2004,Athina,Rowing,Rowing Women's Single Sculls,No medal
Sally Robbins,F,Australia,AUS,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Victoria Roberts,F,Australia,AUS,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Jane Robinson,F,Australia,AUS,2004,Athina,Rowing,Rowing Women's Double Sculls,No medal
Valery Rodevich,M,Belarus,BLR,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
Valery Rodevich,M,Belarus,BLR,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Beth Rodford,F,Great Britain,GBR,2008,Beijing,Rowing,Rowing Women's Coxed Eights,No medal
Rebecca Romero,F,Great Britain,GBR,2004,Athina,Rowing,Rowing Women's Quadruple Sculls,Silver
Benjamin Rondeau,M,France,FRA,2008,Beijing,Rowing,Rowing Men's Coxless Fours,Bronze
Olena Ronzhyna-morozova,F,Ukraine,UKR,2004,Athina,Rowing,Rowing Women's Quadruple Sculls,No medal
Stephen Rowbotham,M,Great Britain,GBR,2008,Beijing,Rowing,Rowing Men's Double Sculls,Bronze
Artur Rozalski,M,Poland,POL,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
